id	name	also_known_as	date_of_birth	date_of_death	places_of_operation	biography	biography_author	date_of_biography	external_links	uuid	source	source_identifier	external_references	date_modified
35428	Kanzaman S A							2023-05-09T18:27:59.237006+10:00		1f436822-735e-4357-bc0c-e3f65ed5ecad	Vernon	9701		2023-06-14T16:33:30.576250+10:00
25971	FM-TV Australia							2023-05-09T19:26:23.549583+10:00		e926057b-ec87-43a1-8af1-f9e07ee7db58	Vernon	8410		2023-06-14T16:33:30.576250+10:00
73654	Sammy Steel							2023-05-09T16:59:03.418239+10:00		0ab0a514-eec6-4d88-8c11-df5962fdc860	Vernon	34571		2023-06-14T16:33:30.576250+10:00
32875	Memphis Films							2023-05-09T18:32:06.887351+10:00		d80f99e8-384d-4e34-a4fe-a901d06a6926	Vernon	10465		2023-06-14T16:33:30.576250+10:00
74515	Martin Sharp							2023-05-09T14:47:17.754868+10:00		e8f91271-9df4-45bc-841f-171b11e6891c	Vernon	24667		2023-06-14T16:33:30.576250+10:00
75308	John O. Douglas							2023-05-09T18:15:29.482042+10:00		0e1b63ce-dc79-412f-adf7-98ecbfe1df90	Vernon	31380		2023-06-14T16:33:30.576250+10:00
24528	Intercon Productions							2023-05-09T13:55:10.639081+10:00		e5c02bf6-a8a1-46ff-9e85-77418aa1e22e	Vernon	9348		2023-06-14T16:33:30.576250+10:00
83123	Rachid Bouchareb				France			2023-05-09T12:42:37.829924+10:00	https://en.wikipedia.org/wiki/Rachid_Bouchareb	350019be-c33a-4045-92fe-51951e8ef1e1	Vernon	31151	(Wikidata,Q951671),(VIAF,161853316),(LOC Auth,no2002112610),(WorldCat,viaf-161853316)	2023-06-14T16:33:30.576250+10:00
78638	Robert Allen							2023-05-09T19:48:37.165204+10:00		92b71fb7-3179-49ed-b06e-66df83453f29	Vernon	27632		2023-06-14T16:33:30.576250+10:00
20793	Kennedy-Miller							2023-05-09T19:43:50.708708+10:00		6ba2ce90-a888-4cee-8dd9-7d9f17f7f5fe	Vernon	9729		2023-06-14T16:33:30.576250+10:00
15254	Antonio Colacino							2023-05-09T18:28:36.554230+10:00		8f63811b-15c9-4cb5-b5e4-8fac532258ef	Vernon	15428		2023-06-14T16:33:30.576250+10:00
80589	Macumba Media Enterprises							2023-05-09T16:21:54.612350+10:00		01d6ecf3-9d53-4d3a-9934-c5abf00171b2	Vernon	10226		2023-06-14T16:33:30.576250+10:00
78200	Peter Dallas							2023-05-09T14:43:48.363341+10:00		051f16d1-56cd-4ad2-b2f1-d5bb1ed2aa33	Vernon	26510		2023-06-14T16:33:30.576250+10:00
78195	Kerry Negara							2023-05-09T15:22:18.093701+10:00		dd59deec-bfb4-440a-bebb-212970986455	Vernon	23273		2023-06-14T16:33:30.576250+10:00
35185	Artic Productions							2023-05-09T13:25:42.999824+10:00		2ff9f311-2d55-48eb-9c7b-30baa958ba27	Vernon	5411		2023-06-14T16:33:30.576250+10:00
30155	Hachette Premiere							2023-05-09T19:23:22.280294+10:00		c837d966-153d-47bf-858a-77d5ad7c96b6	Vernon	4069		2023-06-14T16:33:30.576250+10:00
74404	Stanley Ruttenberg							2023-05-09T17:08:12.224778+10:00		a0c57c3a-1357-4c77-9925-be2e3a3d8691	Vernon	28980		2023-06-14T16:33:30.576250+10:00
73104	Jeremiah Bosgang									1026ea93-c1a7-4c8a-8298-c7b2f798f5fd	Vernon			2023-06-14T16:33:30.576250+10:00
77905	Mark Carliner							2023-05-09T13:49:12.440628+10:00		4399fef7-0957-405a-a1b3-354c6b12f359	Vernon	24473		2023-06-14T16:33:30.576250+10:00
78386	Paul McCartney									4b1ac04f-5ba4-4706-84ea-5c492fb3e3a5	Vernon			2023-06-14T16:33:30.576250+10:00
86830	Lawrence S Mirkin									b96b13ce-4e2a-44d2-8eb0-78c46aa6aeee	Vernon			2023-06-14T16:33:30.576250+10:00
76286	Marcom							2023-07-12T22:35:22.257587+10:00		62ac11fd-3905-4f39-8c0e-74f74c61f891	Vernon	30735		2023-07-12T22:35:22.257861+10:00
83347	Elizabeth Moore							2023-05-09T18:13:18.700866+10:00		f6645eb2-4344-48b5-8227-d2afcf8b862d	Vernon	34779		2023-06-14T16:33:30.576250+10:00
25733	Cecil F. Ford							2023-05-09T20:00:22.824061+10:00		50d7c7e4-140c-4599-8f8f-d34728cd569b	Vernon	16622		2023-06-14T16:33:30.576250+10:00
83706	Lochie Bradfield							2023-05-09T11:00:49.299643+10:00		e9e7dd79-af6a-4d86-8c6a-aaa923d48113	Vernon	35296		2023-06-14T16:33:30.576250+10:00
75008	Thelma Parker									03df14a7-6bc4-4d8a-a2fe-d11c54b6055d	Vernon			2023-06-14T16:33:30.576250+10:00
75280	Ed Taylor							2023-05-09T17:28:45.277231+10:00		a2fdb7bd-e164-4973-b417-776855bd77f8	Vernon	18538		2023-06-14T16:33:30.576250+10:00
80223	Hiroko Govaers							2023-05-09T19:54:18.749511+10:00		348aaee7-a4f7-48f7-b8d5-f17eac0542d3	Vernon	20576		2023-06-14T16:33:30.576250+10:00
24414	Alison Wotherspoon							2023-05-09T19:17:02.134760+10:00		b92c3046-2b08-4041-9486-444753b88453	Vernon	14986		2023-06-14T16:33:30.576250+10:00
27155	Edward Rosen							2023-05-09T19:23:31.823585+10:00		f5030d9a-28e3-4902-a10c-a26884e9a0f7	Vernon	18601		2023-06-14T16:33:30.576250+10:00
17330	Julian Cooper		1945					2023-05-09T20:02:53.096678+10:00		c183b941-353f-4581-aaea-6696ae7b5c71	Vernon	22859		2023-06-14T16:33:30.576250+10:00
24870	Jill Singer							2023-05-09T18:36:12.915986+10:00		b75c7599-9858-485c-842e-69e7e070f2d9	Vernon	21852		2023-06-14T16:33:30.576250+10:00
79296	Frank Butler									cc7c4f1c-eceb-47cd-b375-0dda2a5e4a60	Vernon			2023-06-14T16:33:30.576250+10:00
25722	Sara Ford							2023-05-09T18:09:17.730993+10:00		d8076250-4731-4414-b808-efc958e8d00e	Vernon	28566		2023-06-14T16:33:30.576250+10:00
86229	Brilliant Digital / Slingshot									d95cef03-8ac2-4249-86c2-3a428a2f8dbb	Vernon			2023-06-14T16:33:30.576250+10:00
80679	Ash Atalla									905ec074-bc2b-4fec-ac85-c48fdf44f100	Vernon			2023-06-14T16:33:30.576250+10:00
28168	Cartoon Film Studios							2023-05-09T19:34:11.074682+10:00		f1438a21-bf43-44fa-a658-f3a2163dbde9	Vernon	6324		2023-06-14T16:33:30.576250+10:00
76503	Knaus Films							2023-05-09T13:43:20.608887+10:00		dc991d3a-6a8c-470f-bab0-7c9cb7974cb9	Vernon	9803		2023-06-14T16:33:30.576250+10:00
10689	Fay Chapman							2023-07-05T03:41:51.112324+10:00		339f2bdc-ec94-4e1c-bac9-2550ad4908a3	Vernon	2343		2023-07-05T03:41:51.112723+10:00
80180	Brian A. Williams							2023-05-09T13:03:41.215628+10:00		ddc4ffa6-12ee-4680-b599-d9803d7caae9	Vernon	16188		2023-06-14T16:33:30.576250+10:00
17222	William F. Claxton							2023-05-09T13:05:34.214973+10:00		c23a37e2-c5c9-4557-af67-c59f786fd086	Vernon	30413		2023-06-14T16:33:30.576250+10:00
35762	Malcolm St Clair							2023-05-09T19:28:06.687410+10:00		8bae6fb8-4443-42a8-895b-99e45ce4c151	Vernon	24233		2023-06-14T16:33:30.576250+10:00
78166	Dimitri Villard							2023-05-09T17:00:09.522736+10:00		82f3ddc5-b840-4cd5-8a11-60e42af4fa37	Vernon	18163		2023-06-14T16:33:30.576250+10:00
80008	Robert Doucet							2023-05-09T12:57:23.198084+10:00		a87aa25b-34f0-4b5e-b54b-9f04ca508594	Vernon	27698		2023-06-14T16:33:30.576250+10:00
82332	Zhao Zhixun							2023-05-09T19:13:02.518427+10:00		63941936-ab77-4320-89ac-92cbec811db0	Vernon	36209		2023-06-14T16:33:30.576250+10:00
78266	Ken Kushnick							2023-05-09T13:08:56.567396+10:00		0703c18f-168b-411b-b34d-d6c1d76a0b91	Vernon	23195		2023-06-14T16:33:30.576250+10:00
38921	Maude Media							2023-05-09T18:08:47.745507+10:00		d008d096-921c-4764-81f6-3a05ca221743	Vernon	10370		2023-06-14T16:33:30.576250+10:00
71992	RCA		1919	1986		"From web: The RCA Corporation was a major American electronics company, which was founded as the Radio Corporation of America in 1919. It was initially a wholly owned subsidiary of General Electric (GE); however, in 1932, RCA became an independent company after GE was required to divest its ownership as part of the settlement of a government antitrust suit.

An innovative and progressive company, RCA was the dominant electronics and communications firm in the United States for over five decades. RCA was at the forefront of the mushrooming radio industry in the early 1920s, as a major manufacturer of radio receivers, and the exclusive manufacturer of the first superheterodyne models. RCA also created the first nationwide American radio network, the National Broadcasting Company (NBC). The company was also a pioneer in the introduction and development of television, both black-and-white and especially, color television. During this period, RCA was closely identified with the leadership of David Sarnoff. He was general manager at the company's founding, became president in 1930, and remained active, as chairman of the board, until the end of 1969.

During the 1970s, RCA's seemingly impregnable stature began to weaken as it attempted to expand from its main focus of developing and marketing consumer electronics into a diversified multinational conglomerate. The company suffered enormous financial losses in the mainframe computer industry and other failed projects such as the CED videodisc. Though the company rebounded by the mid 1980s, RCA was reacquired by General Electric in 1986, which over the next few years liquidated most of the corporation's assets. Today, RCA exists as a brand name only; the various RCA trademarks are currently owned by Sony Music Entertainment and Technicolor, which in turn license the brand name to several other companies including Voxx International, Curtis International, AVC Multimedia, TCL Corporation, and Express LUCK International, Ltd. for their various products."		2023-05-31T03:35:08.817846+10:00		6b81e359-718d-4b0f-a9e8-143460556351	Vernon	39348		2023-06-14T16:33:30.576250+10:00
77322	Anthony Besch							2023-05-09T15:08:21.524654+10:00		0aa28229-ed6e-4b4d-b594-f2086432a8d9	Vernon	15373		2023-06-14T16:33:30.576250+10:00
75856	David Grotenstein							2023-05-09T11:28:26.776869+10:00		96b8da13-fd22-41f6-bde7-889c93a715dd	Vernon	17610		2023-06-14T16:33:30.576250+10:00
25353	Dave Unwin							2023-05-09T18:02:34.305391+10:00		593443a2-7bf8-4280-9d3d-f5844265d940	Vernon	17476		2023-06-14T16:33:30.576250+10:00
77540	Klaus Sunger							2023-05-09T16:32:28.086053+10:00		4d8b1bc0-1586-48a9-a27e-82a591e79a99	Vernon	23383		2023-06-14T16:33:30.576250+10:00
26974	Windhover Productions							2023-05-09T13:03:23.037550+10:00		89067d28-d534-4106-8219-e789a114c76c	Vernon	14389		2023-06-14T16:33:30.576250+10:00
12880	Cambridge Film Productions							2023-05-09T19:23:34.152715+10:00		c3b003e9-9d28-43e2-8475-4776d292c572	Vernon	6216		2023-06-14T16:33:30.576250+10:00
32962	Bradley Adams							2023-05-09T19:40:22.067562+10:00		09b2d9e2-b9c4-43c5-9309-cc4b1238a9eb	Vernon	16160		2023-06-14T16:33:30.576250+10:00
22099	Eric Hill							2023-05-09T18:47:59.090522+10:00		5c96927d-fc8a-4c37-bb63-d7e2aa8c8f23	Vernon	18810		2023-06-14T16:33:30.576250+10:00
28828	Richard Loncraine							2023-05-09T17:09:41.530748+10:00		2f9ddb35-5fe3-4854-86a1-2a8e267f804c	Vernon	27450		2023-06-14T16:33:30.576250+10:00
23415	Toby Byron							2023-05-09T17:45:51.252378+10:00		17b85e90-bbc7-475c-b9b0-13bbc5cd70a5	Vernon	29791		2023-06-14T16:33:30.576250+10:00
83385	Vinh Nguyen							2023-05-09T18:12:06.683579+10:00		aa67e7f3-b528-4bdd-8162-b6327a865d27	Vernon	33797		2023-06-14T16:33:30.576250+10:00
81934	Amy Gebhardt							2023-05-09T11:53:06.907541+10:00		006dfe9a-a7ec-434c-a054-e17fdde561a1	Vernon	30763		2023-06-14T16:33:30.576250+10:00
86714	Sean Hardie									1b5c9fd3-a0f7-4e85-b550-e7fbf0ef28a5	Vernon			2023-06-14T16:33:30.576250+10:00
84177	Shaun Tan		1974			Shaun Tan is an Australian illustrator and author of children's books and speculative fiction cover artist. He won an Academy Award for The Lost Thing, a 2011 animated film adaptation of a 2000 picture book he wrote and illustrated. (sourced from www.wikipedia)		2023-05-09T19:35:16.419408+10:00		4d554672-c268-4e01-b6c8-189f14c31941	Vernon	36828		2023-06-14T16:33:30.576250+10:00
81237	Deran Sarafian				United States of America			2023-05-09T19:17:00.070903+10:00	https://en.wikipedia.org/wiki/Deran_Sarafian	e3189ab3-ebee-45d8-a665-4e280a1b4dd3	Vernon	18022	(Wikidata,Q951523),(VIAF,29735291),(LOC Auth,no2011167102),(WorldCat,lccn-no2011167102)	2023-06-14T16:33:30.576250+10:00
75372	Joseph MacInnis							2023-05-09T19:05:25.349361+10:00		f28c1292-7a06-47ac-8092-8d15888d4086	Vernon	22735		2023-06-14T16:33:30.576250+10:00
21700	Nancy Israel							2023-05-09T12:45:12.465101+10:00		691ca2aa-e760-43ae-b244-8a824a62385a	Vernon	25609		2023-06-14T16:33:30.576250+10:00
75904	Dell King							2023-05-09T11:42:53.975326+10:00		d9f54672-fa8d-436e-bb26-7781077fa7e5	Vernon	17942		2023-06-14T16:33:30.576250+10:00
74686	Michael Halperin							2023-05-09T19:52:45.699089+10:00		5ae163c1-92e4-405e-877d-8ed05cae03fb	Vernon	25084		2023-06-14T16:33:30.576250+10:00
30014	Beth B							2023-05-09T17:29:39.731817+10:00		0cf0a24f-5a66-448d-a698-dfe02fc1039b	Vernon	15900		2023-06-14T16:33:30.576250+10:00
26356	Silver Screen Pictures							2023-05-09T13:36:38.222163+10:00		e0c613e4-ef7a-47de-af23-ab6cb41972cc	Vernon	12598		2023-06-14T16:33:30.576250+10:00
14378	Creative Services							2023-05-09T15:04:22.075636+10:00		daff40f7-2e56-4a33-8a41-ff485e4d950b	Vernon	7171		2023-06-14T16:33:30.576250+10:00
78845	Riri Riza									2f14c5bd-0c76-4bf5-a9a5-caaeaf25ac2b	Vernon			2023-06-14T16:33:30.576250+10:00
81089	Hermitage Bridge Studio							2023-05-09T17:25:09.611384+10:00		d74d5f4f-01e4-4325-a9a4-eb7e30100dae	Vernon	9081		2023-06-14T16:33:30.576250+10:00
82268	Li Tian									8dd7ff99-bd53-4d40-a62f-4c394e8f7e2d	Vernon			2023-06-14T16:33:30.576250+10:00
77107	Peter Couchman							2023-05-09T13:47:51.835664+10:00		ca0cf90d-dce8-4c5c-987f-5e096791f20c	Vernon	26506		2023-06-14T16:33:30.576250+10:00
76458	John Gorrie							2023-05-09T17:59:37.767733+10:00		4b941ffa-c1c9-421a-af84-2e41d1d9f7d3	Vernon	22287		2023-06-14T16:33:30.576250+10:00
75819	Jack Hannah							2023-05-09T15:41:13.572456+10:00		631e589c-08f6-44d0-b129-7ac31ae414f3	Vernon	21055		2023-06-14T16:33:30.576250+10:00
25199	IMG Artists							2023-05-09T19:21:47.458915+10:00		51bed716-721b-485a-98cf-6dc22e24ee32	Vernon	9254		2023-06-14T16:33:30.576250+10:00
35421	Universum Film							2023-05-09T19:28:49.741129+10:00		e42e94c0-ee0a-4ff1-9609-4ff33b190980	Vernon	13944		2023-06-14T16:33:30.576250+10:00
72035	Dominic Chavez							2023-05-09T15:54:11.700840+10:00		06436da0-a685-4972-9b94-ae77ab65afab	Vernon	39478		2023-06-14T16:33:30.576250+10:00
84328	Juno Gemes									1af38848-29a3-43b9-a119-63651f13912a	Vernon			2023-06-14T16:33:30.576250+10:00
22880	Roxbury and Punch							2023-05-09T14:55:28.173708+10:00		20f60225-10bc-4d41-891f-207e2fc10a96	Vernon	12138		2023-06-14T16:33:30.576250+10:00
38018	Experimental Film & Television Fund							2023-05-09T12:27:36.386418+10:00		ee235dfa-9448-4e47-94b0-42e3a46d0e24	Vernon	13380		2023-06-14T16:33:30.576250+10:00
30967	Triplevision							2023-05-09T14:36:59.391454+10:00		2bda2bfd-ff7a-49e3-b7be-21800a27225f	Vernon	13721		2023-06-14T16:33:30.576250+10:00
17060	Walter Rothschild Enterprises							2023-05-09T14:23:36.374181+10:00		53322331-b459-4190-acc8-2af4f88d8aca	Vernon	14236		2023-06-14T16:33:30.576250+10:00
22582	Sam Spiegel							2023-05-09T19:30:55.984577+10:00		c6287288-1d95-485a-af54-c6c0e4cea590	Vernon	28493		2023-06-14T16:33:30.576250+10:00
75149	John Bell							2023-05-09T18:44:27.836344+10:00		125abbf6-0a89-43c5-8c78-6f1e09629cc9	Vernon	31830		2023-06-14T16:33:30.576250+10:00
83866	Amanda Jurisic							2023-05-09T19:03:46.205262+10:00		87ceb6b0-1644-4f8b-b0e6-aea29dbd0551	Vernon	35591		2023-06-14T16:33:30.576250+10:00
79671	Ted Berman							2023-05-09T19:53:06.400286+10:00		16c5c03a-2f52-4a9a-85e6-73c0cf77728c	Vernon	29511		2023-06-14T16:33:30.576250+10:00
10661	Adrian Katz							2023-05-09T18:42:06.441163+10:00		f257a635-5da5-4e67-b40c-cf60dab3cde0	Vernon	2288		2023-06-14T16:33:30.576250+10:00
81921	Alexandra Long							2023-05-09T19:32:57.760927+10:00		e45869b6-3f62-4653-9768-dea56434ab05	Vernon	2970		2023-06-14T16:33:30.576250+10:00
79003	Russell Kelley							2023-05-09T12:35:13.884198+10:00		181dbf61-a865-4f05-b544-bfb200161b72	Vernon	28360		2023-06-14T16:33:30.576250+10:00
79131	Harold Furber							2023-05-09T17:07:29.174414+10:00		7d9621e2-b87a-4d3e-b52b-3aebbf3b2c26	Vernon	20266		2023-06-14T16:33:30.576250+10:00
75370	Donald Bairstow							2023-05-09T15:27:45.322527+10:00		bf5ad7be-122e-4c28-b361-7f0737b3b4fd	Vernon	18278		2023-06-14T16:33:30.576250+10:00
26936	Fiona Eagger							2023-05-09T14:47:06.345046+10:00		2c2932a1-148e-4caf-b80a-22822450ae45	Vernon	19009		2023-06-14T16:33:30.576250+10:00
82508	Lou Ling							2023-05-09T14:18:34.587754+10:00		0a3c1909-3cd1-4406-bec4-755cd72094a9	Vernon	36792		2023-06-14T16:33:30.576250+10:00
74601	Don Rennick							2023-05-09T16:31:57.576227+10:00		cf0d6271-55ed-472e-b235-828305e7e468	Vernon	18246		2023-06-14T16:33:30.576250+10:00
73337	Dieter Lengacher									08825b0d-5d75-45b3-b048-7b8f926050f2	Vernon			2023-06-14T16:33:30.576250+10:00
78320	Michael Mansfield							2023-05-09T16:38:37.995849+10:00		84b019a4-4d9b-48ef-a395-291330f73658	Vernon	25152		2023-06-14T16:33:30.576250+10:00
73276	Ingrid Drager-Baring							2023-05-09T18:38:21.368701+10:00		1ce39537-7bfe-4881-82d9-cea6ac856f9d	Vernon	1563		2023-06-14T16:33:30.576250+10:00
84083	Somerset Film							2023-05-09T19:30:05.543552+10:00		5e736341-c25f-4492-9552-f43d8d8125ab	Vernon	37238		2023-06-14T16:33:30.576250+10:00
78571	Jerry Zaks				Germany			2023-05-09T14:11:43.802150+10:00	https://en.wikipedia.org/wiki/Jerry_Zaks	21c0f3fc-5c42-45bf-a388-ca4e30b2e90a	Vernon	21822	(Wikidata,Q3177517),(VIAF,75943017),(LOC Auth,no98126839),(WorldCat,lccn-no98126839)	2023-06-14T16:33:30.576250+10:00
16162	Vincent O'Donnell							2023-07-05T03:50:22.313784+10:00		a93c2204-fdfe-4ca4-a5e7-466d130a87d2	Vernon	3959		2023-07-05T03:50:22.314386+10:00
80345	Hava Beller									a016d148-76bf-4df9-b123-a0606c3f3bc3	Vernon			2023-06-14T16:33:30.576250+10:00
78418	Rick Castro									7fbc6362-2649-4ef3-b7de-cd30db2e120c	Vernon			2023-06-14T16:33:30.576250+10:00
80433	Hendel Butoy							2023-05-09T16:28:22.575489+10:00		2318c976-6fc5-44cd-b572-24295aea272f	Vernon	20454		2023-06-14T16:33:30.576250+10:00
78160	Hidehiko Takei							2023-05-09T12:34:07.343886+10:00		aeb6337f-e1bc-4949-bc1e-3228a35b9354	Vernon	20544		2023-06-14T16:33:30.576250+10:00
27228	Nga Kara Whetu							2023-05-09T18:21:01.606609+10:00		5d04fcdc-f1d6-4450-adbd-4ccda18684ed	Vernon	25699		2023-06-14T16:33:30.576250+10:00
12615	Irving Hartley							2023-05-09T19:21:46.991525+10:00		b8ef40ea-3235-484a-a0a0-bf44b06e579a	Vernon	20871		2023-06-14T16:33:30.576250+10:00
23746	Mark Falzon							2023-07-12T03:40:48.577889+10:00		75f0873e-1971-439d-a7fc-ae8da22fe23b	Vernon	24486		2023-07-12T03:40:48.578138+10:00
79949	Tracey Smith							2023-05-09T15:07:29.661922+10:00		e0b4ed4c-f8f3-4ee1-92b1-1292895deafc	Vernon	29956		2023-06-14T16:33:30.576250+10:00
14510	Harold Mayer Productions							2023-05-09T12:58:20.989340+10:00		e9680f8e-35d1-4085-b5d8-4a4fa0494c7f	Vernon	9000		2023-06-14T16:33:30.576250+10:00
83857	Jane Harrison							2023-05-09T16:23:33.531823+10:00		0a24b47a-cbc7-4d47-b285-a15a142e04c9	Vernon	35562		2023-06-14T16:33:30.576250+10:00
82434	He Guofu							2023-05-09T11:31:04.196212+10:00		6e818717-1152-4a0d-aa97-5104fda8725d	Vernon	36767		2023-06-14T16:33:30.576250+10:00
74739	Henri Szeps							2023-05-09T19:57:30.486107+10:00		e4487424-f7e6-4bc7-8b0a-2665e51dc290	Vernon	34764		2023-06-14T16:33:30.576250+10:00
77628	Liz Meyers									c6d56e87-8f8a-4c65-918f-0fa5af5c3e90	Vernon			2023-06-14T16:33:30.576250+10:00
84362	Carolyn Cole							2023-05-09T19:13:11.680049+10:00		79f35a4e-1c04-4d3d-af82-f3cb1a3d625e	Vernon	39667		2023-06-14T16:33:30.576250+10:00
34591	Ballpark Productions							2023-05-09T17:39:31.460425+10:00		969f63b5-8190-44c9-95b3-f2c441ed0c4c	Vernon	5692		2023-06-14T16:33:30.576250+10:00
79870	Mathieu Mazza							2023-05-09T19:53:27.347059+10:00		2e49813d-160a-469c-915a-0e0bfd0e2651	Vernon	24780		2023-06-14T16:33:30.576250+10:00
35548	Commi Fag							2023-05-09T17:06:59.526640+10:00		24ac61bb-0878-4733-b253-d8063073958c	Vernon	6929		2023-06-14T16:33:30.576250+10:00
32961	Union Pictures Productions							2023-05-09T19:40:21.837978+10:00		ede70ad6-77bf-476f-a26e-92450ba3db18	Vernon	13848		2023-06-14T16:33:30.576250+10:00
22337	Marin Karmitz							2023-05-09T18:23:03.262611+10:00		de83aa00-eedf-4a67-a829-b8fbe83cef5f	Vernon	24424		2023-06-14T16:33:30.576250+10:00
23703	Barry Stoner							2023-05-09T20:02:14.587147+10:00		5e70dec9-61d8-4cec-9ae8-5abdf01ccd23	Vernon	15742		2023-06-14T16:33:30.576250+10:00
80996	Lindsay Flickinger									ad06acfc-fd24-4d13-9c08-0f17eede81ce	Vernon			2023-06-14T16:33:30.576250+10:00
78569	Brad Grey		1957-12-29	2017-05-14	United States of America	Brad Alan Grey (December 29, 1957 – May 14, 2017) was an American television and film producer. He co-founded Brillstein-Grey Entertainment (now Brillstein Entertainment Partners), and afterwards became the chairman and CEO of Paramount Pictures, a position he held from 2005 until 2017. Grey graduated from the State University of New York at Buffalo School of Management. Under Grey's leadership, Paramount finished No. 1 in global market share in 2011 and No. 2 domestically in 2008, 2009, and 2010, despite releasing significantly fewer films than its competitors. He also  produced eight out of Paramount's 10 top-grossing pictures of all time after having succeeded Sherry Lansing in 2005.	Wikidata	2022-05-19T10:58:44.262089+10:00	https://en.wikipedia.org/wiki/Brad_Grey	842cceeb-b3d6-4f71-bce8-fc08a58a066f	Vernon		(Wikidata,Q633631),(VIAF,43989999),(LOC Auth,no2003071641),(WorldCat,lccn-no2003071641)	2023-06-14T16:33:30.576250+10:00
37631	Clemente D'Alessio							2023-05-09T15:21:46.630715+10:00		8b92d371-2f00-45a6-bace-4ff869ff51ff	Vernon	17113		2023-06-14T16:33:30.576250+10:00
80004	Marion Lee							2023-05-09T17:29:36.669008+10:00		64faad99-7cab-437a-9887-ccac45cd714a	Vernon	24449		2023-06-14T16:33:30.576250+10:00
78704	Christopher Wilson									7883c81d-b17d-4ebe-b742-e1a01bd7828e	Vernon			2023-06-14T16:33:30.576250+10:00
23933	Atlantic Productions							2023-05-09T16:43:06.557007+10:00		4eb19118-4851-46e9-94da-9ec6b1876e94	Vernon	5497		2023-06-14T16:33:30.576250+10:00
86501	Ian Burns							2023-05-09T16:45:14.548644+10:00		eabf06e8-5e12-4440-a8b2-909e264591fc	Vernon	40418		2023-06-14T16:33:30.576250+10:00
81396	Charles Schnee		1916-08-06	1963-11-29	United States of America	"Charles Schnee (6 August 1916 Bridgeport, Connecticut - 29 November 1963 Beverly Hills, California) was a screenwriter and film producer. He wrote the scripts for the Westerns Red River (1948) and The Furies (1950), the social melodrama They Live by Night (1949), and the cynical Hollywood saga The Bad and the Beautiful (1952), for which he won an Academy Award.
He worked primarily as a film producer and production executive during the mid-1950s (credits include Until They Sail), but he eventually turned his attention back to scriptwriting."	Wikidata	2022-05-19T11:03:49.413480+10:00	https://en.wikipedia.org/wiki/Charles_Schnee	e14b0460-1c4a-4e4f-949e-a4c831cab5ae	Vernon		(Wikidata,Q1066019),(VIAF,22337555),(LOC Auth,n82014770),(WorldCat,lccn-n82014770)	2023-06-14T16:33:30.576250+10:00
73444	Murray Lui							2023-05-09T20:10:22.751490+10:00		956cbe07-19a9-4185-85f4-98c74fb8228d	Vernon	3167		2023-06-14T16:33:30.576250+10:00
79231	Roger Birnbaum				United States of America			2023-05-09T18:37:44.846593+10:00	https://en.wikipedia.org/wiki/Roger_Birnbaum	914cecf0-da16-49db-a414-a6ca9c2c3da3	Vernon	28028	(Wikidata,Q945551),(VIAF,58996453),(LOC Auth,nr98027990),(WorldCat,lccn-nr98027990)	2023-06-14T16:33:30.576250+10:00
81474	Jack Lieberman									fb2a3337-20ac-4408-9fbd-5f23514fad04	Vernon			2023-06-14T16:33:30.576250+10:00
80284	Forrest Murray							2023-05-09T13:04:13.878971+10:00		a15d4825-63dd-4fb3-90af-9063e602efd1	Vernon	8445		2023-06-14T16:33:30.576250+10:00
36968	DNA (Korea)							2023-05-09T11:20:19.075889+10:00		6cceac7a-9cc9-4221-a20c-7dce88eb0afe	Vernon	4771		2023-06-14T16:33:30.576250+10:00
79023	Anand Tucker		1963-06-24		Thailand	"Anand Tucker (born 24 June 1963) is a film director and producer based in London. He began his career directing factual television programming and adverts. He co-owns the production company Seven Stories.

"	Wikidata	2022-05-19T10:47:42.499709+10:00	https://en.wikipedia.org/wiki/Anand_Tucker	5bf03a68-c515-4b98-92ab-5d6f5eb00a59	Vernon		(Wikidata,Q2719916),(VIAF,56933294),(LOC Auth,no2004072971),(WorldCat,lccn-no2004072971)	2023-06-14T16:33:30.576250+10:00
83700	Des Surkitt							2023-05-09T18:35:23.071760+10:00		c265ac83-c790-4c0d-bcf4-d0a80d8f0b81	Vernon	35264		2023-06-14T16:33:30.576250+10:00
19991	Nigel Noble							2023-05-09T13:36:09.851752+10:00		5dec2d35-c232-488e-99ea-fd979dab1a2b	Vernon	25815		2023-06-14T16:33:30.576250+10:00
80830	Katashima Ikki							2023-05-09T15:40:27.330284+10:00		462a9003-41e7-4eb1-a1ee-bad05bcbd5fe	Vernon	23046		2023-06-14T16:33:30.576250+10:00
6452	Caroline Arrighi							2023-05-09T17:44:51.370445+10:00		c5afbb3b-c9f1-4a68-b563-e18f16f4d624	Vernon	110293		2023-06-14T16:33:30.576250+10:00
18433	Gosta Werner							2023-05-09T17:42:37.358667+10:00		e6f5ee34-8106-4e62-8cf2-faadcca83b43	Vernon	19963		2023-06-14T16:33:30.576250+10:00
82782	Jin Fucai							2023-05-09T19:23:19.317096+10:00		13e10dab-e9a4-4cab-8d73-e7dbd3e990c9	Vernon	37696		2023-06-14T16:33:30.576250+10:00
76831	Diana Manson									c687d6d1-0a9f-4bab-995b-d36eda8bbfa1	Vernon			2023-06-14T16:33:30.576250+10:00
